57	0.138
58	0.774
63	0.068
67	0.255
73	0.103
82	0.144
86	0.229
90	0.093
96	0.287
105	0.874
109	0.185
110	0.252
115	0.121
124	0.267
126	0.22
127	0.547
135	0.276
136	0.063
151	0.095
155	0.236
163	0.255
167	0.095
169	0.193
171	0.79
183	0.076
194	0.08
195	0.508
206	0.247
211	0.286
214	0.261
216	0.528
229	0.103
230	0.184
240	0.145
243	0.099
254	0.098
267	0.075
278	0.074
289	0.736
290	0.065
292	0.26
297	0.29
300	0.288
313	0.239
315	0.864
319	0.22
336	0.277
345	0.225
346	0.223
347	0.062
354	0.14
359	0.139
367	0.069
369	0.095
375	0.107
378	0.323
390	0.278
393	0.282
407	0.101
415	0.17
416	0.079
417	0.19
428	0.529
437	0.092
444	0.231
454	0.075
457	0.258
461	0.069
484	0.134
486	0.088
489	0.221
491	0.105
501	0.455
514	0.274
523	0.164
524	0.212
541	0.223
542	0.487
551	0.575
559	0.071
565	0.292
569	0.156
576	0.156
589	0.136
594	0.579
598	0.281
599	0.3
602	0.252
603	0.183
612	0.53
614	0.603
615	0.211
619	0.271
620	0.098
624	0.159
628	0.247
629	0.203
633	0.438
636	0.185
640	0.885
653	0.07
655	0.07
661	0.402
663	0.162
665	0.26
680	0.065
700	0.119
702	0.064
704	0.106
706	0.291
716	0.591
717	0.211
732	0.465
733	0.198
736	0.472
737	0.178
775	0.067
787	0.074
807	0.192
812	0.204
816	0.137
819	0.299
824	0.976
846	0.165
854	0.242
860	0.068
863	0.245
874	0.204
879	0.151
884	0.17
890	0.095
901	0.474
922	0.179
934	0.235
945	0.15
953	0.157
956	0.264
965	0.053
973	0.216
993	0.249
995	0.293
999	0.502
1017	0.203
1021	0.071
1031	0.292
1041	0.962
1044	0.119
1048	0.389
1053	0.15
1065	0.085
1079	0.071
1082	0.173
1086	0.094
1092	0.112
1096	0.416
1101	0.228
1114	0.601
1125	0.144
1126	0.055
1147	0.115
1148	0.135
1149	0.161
1156	0.253
1167	0.198
1182	0.069
1189	0.291
1192	0.234
1195	0.121
1204	0.138
1208	0.063
1209	0.171
1225	0.207
1226	0.264
1234	0.238
1258	0.058
1259	0.17
1260	0.195
1265	0.159
1288	0.254
1303	0.57
1316	0.296
1336	0.182
1339	0.303
1342	0.073
1356	0.227
1359	0.207
1370	0.476
1384	0.169
1388	0.162
1393	0.324
1417	0.096
1429	0.154
1437	0.846
1443	0.125
1445	0.248
1457	0.173
1474	0.264
1477	0.269
1495	0.299
1496	0.115
